infopagesfile version 1
ip_sea_battle Sea_Battle At_some_point_after_starting_to_travel_on_the_sea,_you_will_participate_in_a_naval_battle.^^First_of_all,_you_need_to_know_how_to_control_your_ship._You_can_give_the_command_to_row_forward,_fast_forward,_backwards,_or_stay._The_up_and_down_arrow_keys_switch_between_these_commands._You_can_also_give_the_command_to_go_straight,_starboard,_hard_starboard,_port_or_hard_port._The_left_and_right_arrow_keys_switch_between_these_commands.^^Current_commands_are_represented_by_arrows_around_the_representation_of_your_ship_in_the_upper_right_corner._Press_Enter_to_set_the_sail_and_Backspace_to_get_a_tactical_view_of_the_scene._Try_these_commands_to_get_a_feeling_for_steering_a_ship_and_the_effect_of_the_wind.^^As_soon_as_you_get_close_enough_to_an_enemy_ship,_boarding_will_commence._The_ships_are_lashed_together_and_the_fight_starts.^If_you_are_lucky,_you_may_capture_the_enemy_flagship_after_winning_the_fight.^^In_a_sea_battle_where_you_have_several_ships,_you_can_give_a_'stand_ground'_or_'charge'_command_to_your_ships,_which_are_assigned_to_the_ninth_'division.'_The_first_troops_in_your_army_list_will_be_together_with_you_on_the_flagship._The_other_troops_will_be_in_the_remaining_ships._One_can_change_one's_flagship_in_a_port_or_while_camping_on_the_sea.^^With_a_reasonably_large_fleet,_one_may_attack_towns_from_their_sea_sides._To_do_so,_simply_click_on_the_enemy_port_town_and_you_will_have_option_to_attack_it_once_you_reach_it_without_first_disembarking.
ip_ship_info Ships Sooner_or_later,_you'll_want_to_invest_in_a_ship._There_are_several_reasons_to_do_this._Over_the_long_term,_it_is_the_cheapest_form_of_sea_travel._It_gives_you_complete_freedom_in_movement_on_the_sea._It_opens_new_opportunities_for_trading_and_raiding.^^On_the_other_hand,_there_are_downsides._First_of_all,_a_ship_is_expensive,_and_you_will_have_to_save_up_some_money_to_afford_one._Furthermore,_a_ship_can_carry_only_a_limited_amount_of_troops.^^Another_important_consideration_is_speed._With_a_faster_ship,_you_will_more_successfully_catch_or_flee_from_other_ships._The_speed_of_a_ship_is_determined_by_its_type_and_condition.^^Finally_the_wood_used_for_ship_construction_affects_its_durability._While_ships_made_of_oak_wood_are_very_durable,_ships_made_of_beech_wood_need_to_be_repaired_more_often.^^When_you_feel_ready_to_buy_a_ship,_click_on_'See_the_ships'_in_the_town_menu_of_a_port_town_or_talk_to_the_shipwright._Port_towns_can_have_up_to_three_ships_for_sale,_but_sometimes_none_are_available._The_type_and_amount_of_ships_offered_changes_over_time._While_all_port_towns_offer_ships,_one_finds_the_best_ships_in_Norse_and_Frisian_ports._To_see_your_ship,_you_can_click_on_'See_the_ships'_in_the_town_menu_or_walk_to_its_pier.^^In_a_port,_one_may_customize_the_sail_of_a_ship_or_paint_any_ship_made_of_oak._There_is_one_special_sail_which_is_reserved_for_the_ships_of_the_player._It_can_be_changed_with_a_dedicated_graphic_editor_(not_included_in_Viking_Conquest)._For_further_information,_see_the_'Your_Custom_Sails'_folder_among_the_files_of_this_DLC.^^Once_you_have_a_ship,_the_shipwright_will_interact_with_you_in_a_different_way_and_won't_hesitate_to_offer_advice._Shipwrights_also_offer_to_custom_build_ships._Better_ships_may_require_special_materials_that_you_will_need_to_obtain_and_bring_with_you._Better_ships_also_require_more_time_for_their_construction_and_the_more_talented_shipwrights_in_Norse_ports._The_first_seven_ships_you_have_built_can_be_named_freely_in_the_ship_customization_menu.^
ip_wounds Wounds The_player_may_receive_specific,_debilitating_wounds_in_battle._Physicians_in_larger_towns_will_treat_these_wounds_for_a_price,_after_which_they_will_heal_within_a_few_days._Any_negative_effects_will_then_be_removed._If_wound_is_not_treated_after_some_time,_it_will_change_to_a_scar,_and_the_negative_effects_will_then_be_permanent.
ip_traits Traits When_you_reach_level_13,_you_can_get_one_of_these_traits_depending_on_your_skill_choices:^^Berserker:_Going_berserk_will_give_you_momentary_improved_speed_and_strength_in_the_heat_of_the_battle._This_brutal_ferocity_will_make_your_vision_turn_red.^^Inspiring:_This_acquired_skill_will_increase_your_leadership_in_battle_as_your_war_cries_strengthen_the_fierceness_of_your_men_in_combat.^^Tough:_This_skill_will_make_your_troops_move_faster_and_increase_their_agility_in_the_battle.^^Strong:_Your_preoccupation_with_the_maintenance_of_your_men's_shields_and_armors_will_make_it_harder_for_the_enemy_to_wound_them.^^Use_key_T_to_activate_these_traits_on_the_battlefield.
ip_recruitment Recruitment Recruitment_in_Viking_Conquest_is_not_automatic_but_depends_on_a_number_of_factors.^^Firstly,_in_order_to_recruit_in_a_village,_fort_or_town,_you_need_to_obtain_the_permission_of_its_lord._To_do_this,_you'll_need_to_have_enough_renown_(150+)_and_be_on_good_terms_with_the_lord_and_his_faction.^^For_villages,_you_can_also_obtain_permission_from_the_village_leader._For_this_route,_you_may_use_high_renown_(150+)_and_high_relations_(15+),_or_you_can_just_try_bribery._Bribing_may_or_may_not_work,_so_you_may_have_to_try_to_bribe_the_leader_more_than_once.^^Once_permission_is_obtained,_you_are_free_to_recruit_as_long_as_your_relations_with_the_settlement_remain_positive._In_villages_you_may_be_able_to_recruit_tier_1_troops._If_have_high_enough_relations_(60+),_you_may_be_able_to_recruit_tier_2_troops._If_you_happen_to_be_the_village's_lord,_you_need_only_20+_relations_to_do_this.^^In_castles_and_towns,_you_maybe_able_to_recruit_tier_2_troops._If_your_relations_with_the_place_are_high_enough_(30+),_there_is_30%_chance_you_may_get_a_tier_3_troop._The_maximum_number_of_troops_that_you_may_be_able_to_recruit_is_determined_by_your_relations_with_the_settlement,_your_leadership,_your_charisma,_your_religion,_the_predominant_religion_of_the_settlement,_and_whether_or_not_you_are_the_lord_of_the_place.^^Other_options_are_available._If_you're_Christian,_you_may_be_able_to_find_some_desperate_refugees_in_monasteries._There_is_always_a_chance_to_find_fellows_looking_for_work_at_farmsteads.
ip_wages Wages Troop_wages_in_Viking_Conquest_are_affected_primarily_by_the_player's_leadership._For_higher_level_troops,_the_player's_persuasion_skill_may_become_a_bonus_or_a_malus,_depending_on_how_good_it_is._For_outlaw_type_troops,_such_as_Robbers_and_Vikings,_the_player's_reputation_comes_into_play,_giving_a_discount_if_player's_reputation_is_worse_than_Notorious.
ip_skills Skills_and_Attributes When_creating_or_developing_a_character_in_Viking_Conquest,_one_has_to_pay_attention_to_the_many_skills_and_attributes._Skills_like_persuasion_and_leadership_are_essential_for_trading,_wages,_lord_and_lady_interaction,_and_forced_conversion._Attributes_such_as_intelligence_and_charisma_are_also_essential_in_these_activities,_but_will_also_affect_your_ability_to_marry_or_lead_people.^^There_are_three_important_skills_for_the_sea:_'Sea_King,'_'Navigation'_and_'Looting.'^^One's_Sea_King_level_determines_the_amount_of_ships_one_can_command._Level_one_allows_up_to_two_ships._Seven_ships_are_the_maximum_at_the_Sea_King_level_of_four.^^The_Navigation_skill_allows_one_to_travel_faster_on_the_sea._It_is_the_naval_equivalent_of_the_Pathfinding_skill_on_land_(which,_by_the_way,_will_not_help_on_the_sea).^^A_higher_Looting_skill_results_in_a_higher_chance_of_capturing_enemy_ships.^
ip_tactical_controls Tactical_Controls Use_the_keyboard_NUMBERS_to_select_a_division._Press_0_to_select_your_entire_force.^^Use_F1-F4_to_order_selected_divisions._Keep_the_F1_key_down_to_place_selected_divisions._You_may_target_an_enemy_division_through_this_mechanism.^^Pressing_the_ENTER_key_often_initiates_an_overhead_Strategy_Camera.^^Pressing_the_BACKSPACE_key_often_initiates_a_Battle_Command_Display_with_'radar.^^Pressing_the_H_key_will_make_your_horse_come_to_you_(requires_riding_skill_of_4_or_higher).^^Pressing_the_Z_key_will_enable_Crouching.^^Holding_the_game_key_for_Defending_and_pressing_the_game_key_for_Action_will_execute_a_Shield_Bash.^^Once_you_have_developed_a_Trait,_pressing_the_T_key_will_activate_it.^^In_Multiplayer,_holding_the_Q_key_and_pressing_the_key_for_Defending_will_allow_you_to_Taunt_your_opponents.'
ip_division_placement Division_Placement When_ONE_division_is_selected,_the_center_of_its_front_rank_is_placed_at_the_spot_indicated.^^When_MANY_divisions_are_selected,_they_are_separated_and_spread_out_as_if_the_player_were_standing_at_the_spot_indicated.^^One_may_memorize_the_placement_of_selected_divisions_relative_to_the_player_by_pressing_F2,_F7._Default_is_infantry_to_the_left,_cavalry_right,_and_ranged_forward._Placement_is_overridden_for_any_division_the_player_chooses_to_personally_head_through_the_Formations_Options_menu.^^If_the_camp_menu_game_option_is_set,_divisions_will_rotate_to_face_the_enemy._Otherwise,_they_will_maintain_the_facing_that_the_player_had_when_they_were_placed.
ip_formations Formations The_Complex_Formations_on_the_Battle_Menu_are:^^-_RANKS_with_best_troops_up_front^-_SHIELD_WALL,_ranks_with_shields_in_front_and_longer_weapons_in_back^-_WEDGE_with_best_troops_up_front^-_SQUARE_in_no_particular_order^-_NO_FORMATION^^Even_in_the_last_case,_the_player_can_make_formations_up_to_four_lines_by_ordering_Stand_Closer_enough_times.
ip_dog_companion Dog_Companion While_wandering_about,_lost_in_your_own_thoughts,_you_suddenly_hear_a_dog_bark_at_you._Luckily,_you_have_a_piece_of_sausage_with_you._It's_the_beginning_of_a_companionship._The_dog_will_not_leave_your_side,_even_on_the_battlefield,_and_soon_earns_a_name.^On_the_battlefield,_your_dog_is_placed_in_division_9._The_skills_and_abilities_of_your_dog_companion_can_be_improved_by_giving_him_good_food.
