dlga_start:blocked_agent|Bu kişi meşgule benziyor. Belki de devam etsem iyi olacak...
dlga_port_chief_info_main_1:port_chief_info_c_1|Bir gemi satın almak istersem ne bilmeliyim?
dlga_port_chief_info_main_1:port_chief_info_d_1|Bir gemiyi hızlı yapan şey ne?
dlga_port_chief_info_main_1:port_chief2|Bilmek istediğim buydu. Teşekkürler!
dlga_port_chief_info_a_1:port_chief_info_main|Gemilerle mal ve köle ticareti yaparsan çok para kazanabilirsin. Başkaları bunu yerleşimleri yağmalamak için de kullanıyor. Nihayetinde, iyi bir gemin yoksa hiçbir Viking sana şef olarak saygı göstermez.
dlga_port_chief_info_b_1:port_chief_info_main|Gündüzleri güneşe bak. Geceleri dinlen. Yolunu ne kadar iyi bulursan o kadar hızlı yol alırsın.
dlga_port_chief_info_c_1:port_chief_info_c_2|En başta ne tür bir gemi istediğini bilmelisin. Ticaret yapmak istiyorsan Knorr iyi bir seçim olabilir. Yük için çok yerleri var ama fazla hız yapamazlar. Snekkja, Skei ve Busse hızlı saval gemileridir ve çok sayıda asker taşıyabilirler. Karvi bu ikisinin arasında. Az adamın varsa, Byrding gibi ufak bir gemi belki sana daha iyi gider.
dlga_port_chief_info_c_2:port_chief_info_main|İkinci önemli faktör geminin yapıldığı ağaç türüdür. Meşe ağacından yapılan gemiler en iyileridir ama pahalı olurlar. Kayın daha ucuzdur ama daha çabuk çürür.
dlga_port_chief_info_d_1:port_chief_info_main|Rüzgar! Ama yelkenlerini de iyi pozisyonda açmalısın ki rüzgarı en iyi şekilde yakalayabilsinler. Hiç rüzgar yoksa mürettabatın kürek çekmek zorunda. Ne kadar fazla kürekçi o kadar sürat. Filonda birden fazla gemi varsa, filo en yavaş gemi kadar hızlı olacaktır. Yetenekli bir rotacı filonu daha hızlı yapabilir.
dlga_port_chief3:port_chief_travel|Başka bir limana gitmek istiyorum.
dlga_port_chief_travel:port_chief_travel_2|Buradan Friese, Danimarka, Nothvegr ve Englaland limanlarına gidilebilir. Nereye gitmek istiyorsun?
dlga_port_chief_travel:port_chief_travel_2.1|Buradan Englaland ve Eriuland limanlarına gidilebilir. Nereye gitmek istiyorsun?
dlga_port_chief_travel:close_window|Üzgünüm, şu anda bu limanda yolcu gemisi yok.
dlga_port_chief_travel_2:port_chief_travel_3|{s1}
dlga_port_chief_travel_2:close_window|Fikir değiştirdim.
dlga_port_chief_travel_3:port_chief_travel_4| {s1}'{.e} mi gitmek istiyorsun? {s2}
dlga_port_chief_travel_4:port_chief_travel_5|Hadi başlayalım!
dlga_port_chief_travel_4:port_chief2|{s1}
dlga_port_chief_travel_4:close_window|{s1}
dlga_port_chief_travel_5:close_window|Beni izle!
dlga_port_chief3:port_chief_pick_up_ship1|Gemim hazır mı?
dlga_port_chief_pick_up_ship1:port_chief2|Adamlarımla beraber hala çalışıyorum. {reg1} gün sonra yine gel.
dlga_port_chief_pick_up_ship1:port_chief_pick_up_ship2|Gemi hazır! Suya indirelim mi?
dlga_port_chief_pick_up_ship2:port_chief_pick_up_ship3|Evet!
dlga_port_chief_pick_up_ship2:port_chief2|Hayır, daha değil.
dlga_port_chief_pick_up_ship3:port_chief2|Üzgünüm, deniz-kralı yeteneğin bu limanda filona başka bir gemi eklemene yetecek kadar yüksek değil.
dlga_port_chief_pick_up_ship3:close_window|Hadi bir göz at ve bir isim ver ona.
dlga_port_chief_pick_up_ship3:port_chief2.1|Limanda başka bir gemi için yeterli yer yok.
dlga_port_chief3:port_chief_build_ship_main|Bana bir gemi yapmanızı istiyorum.
dlga_port_chief_build_ship_main:port_chief_build_ship_main_1|Ne tür bir gemi istiyorsun?
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2|Ufak bir Byrding istiyorum sadece.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.1|Ticaret yapmak için bir Knorr istiyorum.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.2|İyi bir saldırı Snekkja'sı!
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.3|Büyük bir savaş gemisi istiyorum. Bir Skeid, lütfen.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.4|Çok savaşçım var. Benim için bir Busse yapabilir misiniz?
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.5|Her işe uygun güzel bir gemiye ihtiyacım var. Bir Karvi istiyorum.
dlga_port_chief_build_ship_main_1:port_chief2|Fikrimi değiştirdim.
dlga_port_chief_build_ship_main_2:port_chief_build_ship_main|Üzgünüm, yeterince yetenekli değilim bunun için. Sadece Norslar bir {s11} yapabilirler.
dlga_port_chief_build_ship_main_2:port_chief_info_main_3|Nasıl bir ağaç kullanmak istiyorsun?
dlga_port_chief_info_main_3:port_chief_build_ship_main_4|Meşe ağacı. Kalite istiyorum.
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.1|Çam yeterli.
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.2|Çok para harcamak istemiyorum. Dişbudak yeter.
dlga_port_chief_info_main_3:port_chief2|Fikrimi değiştirdim.
dlga_port_chief_build_ship_main_4:port_chief_build_ship_main_5|Sana {s12}{.tan} bir {s11} yapmak için {reg11} pening alabiir miyim? {s2}Bu gemiyi yapması {reg12} gün sürecek.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_main_6|Bu gemiyi yap bana!
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_1|Ee, tüccar gibi mi görünüyorum? Yanımda bunlar yok.
dlga_port_chief_build_ship_missing_1:port_chief2|Üzgünüm ama bu malzemeler olmadan gemiyi bitiremem. Satın al ve hepsi hazır olunca geri gel.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_2|Şu anda yeterli peningım yok.
dlga_port_chief_build_ship_missing_2:port_chief2|Üzgünüm ama ailemi beslemem ve işçilerime ödeme yapmam lazım. Parayı bulunca gelip beni bul.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_3|Bunu düşüneceğim, sonra gelebilirim.
dlga_port_chief_build_ship_missing_3:port_chief2|Acele etme. Ama güven bana, gemilerim her kuruşuna değer.
dlga_port_chief_build_ship_main_6:port_chief2|Çok iyi! {reg12} sonra geri gel.
dlga_port_chief3:close_window|Anlıyorum. Hoşçakal.
dlga_port_chief_fleet1:port_chief_fleet2|{s2}^^Selam {playername}. Görüyorum ki bu topraklarda kendine bir isim yaptın. Seninle olan işimin buna katkısı olduğunu düşünmekten mutlu oluyorum. Hakkındaki destanda bir iki satır hak ediyorum. Sven ve Harald'ın filoları körfezin karşısında. Elli gemileri var, çoğu savaş gemisi ve toplam 800 adamları var. Danimarka'daki işlerini bitirdin mi? Gitmeye hazır mısın? Bahse girerim ki dönmen zaman alacak!
dlga_port_chief_fleet2:the_fleetmt1|Evet, başlayalım. Adamlarımı gemiye bindirelim.
dlga_the_fleetmt1:close_window|Peki, iyi şanslar arkadaşlar. Burada çok gemi görsen de, filonun çoğu şehrin dışında, körfezin içinde demirli. Hazır olduğun anda onlara katıl!
dlga_port_chief_fleet2:port_chief2|Hayır, bitirmem gereken işler var. Kısa sürede geri geleceğim.
dlga_port_chief_catach:port_chief_catach2|{s2}^^Peki, bana kitabı ver, sorduğun şeyleri anlatayım.
dlga_port_chief_catach2:port_chief_catach31|İşte, al. Şimdi, Sven'İn sığınağı nerede?
dlga_port_chief_catach2:port_chief_catach32|Ne yazık ki kitabı kaybettim. Onun yerine para ister misin?
dlga_port_chief_catach32:port_chief_catach4|Müşterim memnun olmayacak ve insanlar güvenilir olmadığını öğrenecekler. Müşterim bana kitap için 10,000 pening ödeyebilirdi. Bu kadar paran var mı?
dlga_port_chief_catach4:port_chief_catach5|Parayı getirdim. Al ve bana Sven'in nerede olduğunu söyle!
dlga_port_chief_catach4:port_chief2|Ne yazık ki hayır. Bulur bulmaz geri geleceğim.
dlga_port_chief_catach5:port_chief_catach5_1|O, zengin adamsın! Sığınak burada, Danimarka'da, Ribe'in kuzey doğusunda ırmağın yukarısında. Sağlıcakla kal.
dlga_port_chief_catach5_1:port_chief2|Sağol.
dlga_port_chief_catach31:port_chief_catach31_1|Peki, sağol. Sığınak burada, Danimarka'da, Ribe'in kuzey doğusunda ırmağın yukarısında. Sağlıcakla kal.
dlga_port_chief_catach31_1:port_chief2|Sağol.
dlga_port_chief_svenlair:port_chief_svenlair2|{s2}^^Niye bağırıyorsun, dostum? Limandakilerin ne konuştuğumuzu bilmelerine gerek yok. Görüyorum ki birisi sana benden bahsetmiş. Sorun yok; işler böyle gelişiyor.^^Peki, yeri öğrenmek istiyorsun. Zor değil ama sana maliyeti olacak elbette ve öyle ucuz da değil. Boğa Boyunlu Sven tehlikeli adam.
dlga_port_chief_svenlair2:port_chief_svenlair3|{s2}^^Dikkatli dinle şimdi. Şans şu ki, senin gibi birine ihtiyacım var. Senin bir çeşit, ee, “akıncı” olmanı ve Eriuland'a gitmeni istiyorum. Bir müşterim oradaki bir manastırda kutsal emanet olarak saklanan bir kitabı istiyor. Manastırın adı Gleann Da Loch. Kitabın adı da 'The Cathach of Colum Cille.' Beni ilgilendiren sadece kitap. Onun dışında ele geçireceğin her şey senindir. Bana kitabı getirirsen Boğa Boyun Sven'in nerede saklandığını öğrenirsin.
dlga_port_chief_svenlair3:port_chief_svenlair31|Gayet güzel! Sana kitabı getireceğim. Yakında görüşürüz.
dlga_port_chief_svenlair3:port_chief_svenlair32|Ne manastır yağmalarım ne de rahip öldürürüm.
dlga_port_chief_svenlair3:port_chief_svenlair33|Kitabı bir kenara koymayı ve bilgi karşılığında sana pening ödemeyi teklif etsem.
dlga_port_chief_svenlair31:close_window|Tamam, orada olacağım. Gemini tamir ve ikmal etmeni öneririm. Eriuland'a varmak uzun sürer. Ve yeterince adam getir, zira kendi aralarında savaşa savaşa Eriular bunda iyice uzmanlaştılar. Sağlıcakla kal.
dlga_port_chief_svenlair32:close_window|O zaman kitabı satın al. Bana gelsin de nasıl ele geçirdiğin umrumda değil. Gemini tamir ve ikmal etmeni öneririm. Eriulan'a varmak uzun sürer. Ve yeterince adam getir, zira kendi aralarında savaşa savaşa Godelicler bunda iyice uzmanlaştılar. Sağlıcakla kal.
dlga_port_chief_svenlair33:port_chief_svenlair4|Ne dersin, ilginç bir seçenek değil mi? Müşterim kitap için bana 10.000 pening öneriyor. O kadar paran var mı?
dlga_port_chief_svenlair4:port_chief_svenlair5|Param var. Al ve Sven'in nerede saklandığını söyle.
dlga_port_chief_svenlair4:port_chief_svenlair31|Ne yazık ki o kadar param yok. Kitabı getireceğim. Yakında görüşürüz.
dlga_port_chief_svenlair5:port_chief_svenlair5_1|Vay, zenginsin. Sığınak burada, Danimarka'da, Ribe'in kuzey doğusunda ırmağın yukarısında. Sağlıcakla kal.
dlga_port_chief_svenlair5_1:port_chief2|Sağol.
dlga_port_chief_bodoletter1:port_chief_bodoletter2|{s2}^^Ne diye hep bağırarak konuşuyorsun? Beni biliyorsun, iyi bir bilgi kaynağıyım ama her şeyin fiyatı var.
dlga_port_chief_bodoletter2:port_chief_bodoletter3|{s2}^^Dikkatli dinle. Bu bilgi çok değerli. Danimarka'nın iki numaralı adamından bahsediyoruz, “Yılan Göz” Siguard'dan. 12.000 peninge ne dersin? Bu kadar paran var mı? Yoksa, belki karşılığında bana ufak bir yardımda bulunabilirsin. Bir miktar kürkü Eriuland'daki Dubh Linn'e göndermek isteyen bir müşterim var. Benimn yerime sen götürsene. Karşılığında da sana istediğin bilgiyi veririm.
dlga_port_chief_bodoletter3:port_chief_bodoletter_pieles|Tamam anlaştık. Derileri senin yerine götüreceğim.
dlga_port_chief_bodoletter3:port_chief_bodoletter4|Param var, işte. Söyle şimdi, nerede o?
dlga_port_chief_bodoletter3:port_chief_bodoletter7|Biz eski ahbabız. Eski iş ortakların için bir miktar indirim yapmayacak mısın?
dlga_port_chief_bodoletter3:port_chief_bodoletter3_1|Üzgünüm, yok. Kısa zamanda para ile döneceğim.
dlga_port_chief_bodoletter_pieles:close_window|Bunu duyduğuma sevindim. Dubh Linn'e git ve kürkleri Hogni adındaki bir adama ver. Tüccardır, kolayca bulursun. Oralarda satılabilecek başka mallar da taşımanı öneririm. Makbuzla beraber döndüğünde istediğin bilgiyi alacaksın.
dlga_port_chief_bodoletter3_1:port_chief2|O halde paran olduğunda gel. Dilencilere ayıracak zamanım yok.
dlga_port_chief_bodoletter4:port_chief_bodoletter5|Zengin değil misin? Atli Eiriksson Northvegr'de. En azından adamlarından birinin bir fahişeye söylediği bu. Anlaşılan Atli gizli tutulması gereken önemli bir şey taşıyor...en azından şimdilik. Northvegr'ın kuzey sahilinde bir mağarada saklanıyor, Hordaland yakınlarında. Sağlıcakla kal.
dlga_port_chief_bodoletter5:port_chief2|Sağol.
dlga_port_chief_bodoletter7:port_chief_bodoletter8|Peki ama sadece bu seferlik, kimseye bir şey deme, korumam gereken bir ismim var. 8000 peninge bilgi senin. Para yanında mı?
dlga_port_chief_bodoletter8:port_chief_bodoletter9|Evet yanımda. Nerede o?
dlga_port_chief_bodoletter8:port_chief_bodoletter3_1|Üzgünüm değil. Kısa sürede parayla döneceğim.
dlga_port_chief_bodoletter9:port_chief_bodoletter5|Ama unutma artık indirim yok. Atli Eiriksson Northvegr'de. En azından adamlarından birinin bir fahişeye söylediği bu. Anlaşılan Atli gizli tutulması gereken önemli bir şey taşıyor...en azından şimdilik. Northvegr'ın kuzey sahilinde bir mağarada saklanıyor, Hordaland yakınlarında. Sağlıcakla kal.
dlga_port_chief_pieles:port_chief_bodoletter5|Seninle iş yapmayı seviyorum. Northvegr'de. En azından adamlarından birinin bir fahişeye söylediği bu. Anlaşılan Atli gizli tutulması gereken önemli bir şey taşıyor...en azından şimdilik. Northvegr'ın kuzey sahilinde bir mağarada saklanıyor, Hordaland yakınlarında. Sağlıcakla kal.
dlga_start:port_prisoners|Sen de kimsin?
dlga_port_prisoners:port_prisoners_2|Köle satmak ister misin? {s9} kölelerim olmadan kalkınamaz, eğer elinde savaş esirleri varsa seve seve alırım.
dlga_port_prisoners_2:port_prisoners_3|Bazı esirler getirdim.
dlga_port_prisoners_2:close_window|Hoşçakal.
dlga_port_prisoners_3:port_prisoners_4|Duyduğuma sevindim. Hadi gidelim.
dlga_port_prisoners_4:close_window|Seninle iş yapmak zekti.
dlga_start:port_r_2|Selamlar. {s9} limamındaki faaliyetleri denetleyen eski bir kaptanım. İşsiz denizcileri tutmak istersen bana haber vermen yeter.
dlga_port_crew_talk:port_r_2|Senin için yapabileceğim başka bir şey var mı?
dlga_port_r_2:port_recruitsl|İşe almak için denizciye ihtiyacım var.
dlga_port_recruitsl:port_crew_talk|Şu anda boşta denizci yok. Daha sonra tekrar gelin, {reg59?bayan:bayım}.
dlga_port_recruitsl:port_crew_talk.1|Kimsenin ilgileneceğini sanmıyorum, {reg59?bayan:bayım}.
dlga_port_recruitsl:port_recruits2|{reg7?her birine malzemeleri için:malzemesi için} 40 pening verebilirseniz koşa koşa gelecek {reg5} kişi çıkar sanırım. Bu size uyar mı?
dlga_port_recruits2:port_crew_talk|Söyle {reg7?onlara:ona} hazırlansın.
dlga_port_recruits2:port_crew_talk.1|Hayır, şimdi değil.
dlga_port_r_2:port_crew_fleetpr|Adım {playername}...
dlga_port_crew_fleetpr:close_window|Özür dilerim ama şu anda bir filo için gemileri ve tedarikleri hazırlıyorum. Gdenizci tutmak istemiyorsanız lütfen başımdan gidin ve daha sonra gelin.
dlga_port_r_2:port_crew_fleet1|Adım {playername}. Aetheling Aelfred gönderdi beni.
dlga_port_r_2:port_crew_fleet1.1|Adım {playername}. Jarl Rathbarth gönderdi beni.
dlga_port_crew_fleet1:port_crew_fleet2|^^Selamlar, {playername}. Geleceğinden haberim vardı. Frankia'ya doğru yola çıkacak bir filodan sorumlusun. Seni bekleyen adamlar, rehberler ve gemiler var.
dlga_port_crew_fleet2:the_fleetcrew1|Evet, vakit geldi. Douar-an-Enez beni bekler.
dlga_the_fleetcrew1:close_window|Yolculuğun aylar, yıllar süreceğini öğrendim, iyi şanslar. Filon seni limanın çıkışında bekliyor. Teknene bin ve onlarla git.
dlga_port_crew_fleet2:close_window|Hayır, tamamlamam gereken işler var. Geri geleceğim.
dlga_port_r_2:close_window|Gitmek istiyorum. Hoşçakal.
dlga_start:close_window.5|Neden beni rahatsız ediyorsun? Meşgulüm! Senin gibileri için ayıracak zamanım yok. Başka zaman gel. Hatta daha iyisi, hiç gelme.^^       --Görülüyor ki Sigurd seni kabul etmek istemiyor şu anda. Sven hakkında bilgi almak için başka bir yol bulman gerekecek.--
dlga_start:kinghorik_quest_danmarkprot|Meraklı kulaklardan uzaklaşmak için burası iyi bir yer. Şimdi, anlat.
dlga_start:kinghorik_quest_revenge4|Meraklı kulaklardan uzaklaşmak için burası iyi bir yer. Şimdi, anlat.
dlga_start:kinghorik_quest_thething1|Selam, {playername}.
dlga_start:svenbn_hunting1_1|elam, {playername}, dostum. Sana şükürler olsun ki bu muharebeyi kazandık! Batı Seaxe artık bizim! Ama Boğa Boyun Sven'İn nerede olduğuyla daha fazla ilgileniyorsun, değil mi? Kaçmayı başardı, ama fazla uzağa değil. Readingum'u aldı ve orayı müstahkem hale getirdi, ama adamlarım takip ettiler. Bu işim başına güvendiğim bir yüzbaşıyı, Arnvid'i verdim. Onunla Readingum'da buluş. Saldırmak istersen adamlarım emrinde.
dlga_start:svenbn_hunting1_1.1|Selam, {playername}! Danlar kaçıyorlar ve nice jarl yitirdiler bu savaşta. Geride hala çok olsa da bugün önemli bir zafer kazandık ve ileride bu kadar gözükara olamayacaklar. Sana bazı haberlerim var. Boğa Boyun Sven Readingum'a kaçtı ve orayı müstahkem hale getirdi. Eadric kumandasındaki adamlarım takip ettiler ve vardığında emrinde olacaklar. Gün senin günün! Readingum'a git ve Boğa Boyun Sven'le olan hesabını kapat.
dlga_start:close_window.6|Üzgünüm, bu konuşmak için iyi bir zaman değil.
dlga_start:close_window.7|Üzgünüm, bu konuşmak için iyi bir zaman değil.
dlga_start:close_window.8|Üzgünüm, bu konuşmak için iyi bir zaman değil.
dlga_start:close_window.9|Üzgünüm, bu konuşmak için iyi bir zaman değil.
dlga_start:conversation_companioncamp|--Yoldaşını kampın her zamanki yerinde buluyorsun.--
dlga_start:close_window.10|Şimdi meşgulüm, {playername}. Daha sonra konuşuruz.
dlga_start:close_window.11|{reg59?Hanımım:Efendim}, kampta her şey yolunda.
dlga_conversation_companioncamp:beda_conversationcamp1|{reg59?Hanımım:Lordum}, kuzey ülkelerinde dolaştıkça düşünüyorum da ne kadar kederli bir dünyada yaşıyoruz. Çok kitap okudum ama hiçbirinde her gün karşılaştığımız şiddet ve tehlikelerden bahsedilmiyordu.
dlga_beda_conversationcamp1:beda_conversationcamp2|Sanırım Danlar dünyanın son saatinde gelecek olan Gog ve Magog sürüleri ve Batı Seaxe Krallığı da mahşer gününden önce kaçınılmaz olana karşı durmaya çalışan son insan krallığı.
dlga_beda_conversationcamp2:beda_conversationcamp3|Ee...şu Gog and Magog konusunu açıklayabilir misiniz?
dlga_beda_conversationcamp2:close_window|Çok ilginç, ama bunun için şu anda zamanım yok hiç.
dlga_beda_conversationcamp3:beda_conversationcamp4|Şimdi, İncil'de Gog'dan uzak kuzeydeki Magog diyarlarından gelen bir yağmacı topluluğun şefi olarak bahsedilir. Ezekiel'in kehanetlerinde Gog değişik uluslardan yetenekli savaşçılardan büyük bir orduya kumanda eder. Tanrının seçtiği insan ulusuna saldıracaklar ve tüm dünyayı etkileyen büyük bir savaş olacak. Englaland üzerine yürüyen tüm bu paganlarla olan tam da bu diye düşünüyorum.
dlga_beda_conversationcamp4:beda_conversationcamp5|{s10}
dlga_beda_conversationcamp4:beda_conversationcamp6|Görevimiz buraya ve bu ana odaklanmak. O Son geldiğinde, inan bana haberimiz olacak.
dlga_beda_conversationcamp4:close_window|Çok dert ediyorsun ve buna ayıracak zamanım yok şimdi.
dlga_beda_conversationcamp5:close_window|{s4}
dlga_beda_conversationcamp6:close_window|Evet, bu doğru. Çok takıyorum kafaya. Günün tadını çıkartacağım.
dlga_conversation_companioncamp:egil_conversationcamp1|{playername}, seni severim ama bazen şef olarak çok saf olduğunu düşünüyorum. Sana biraz nasihat etmeme izin ver.
dlga_egil_conversationcamp1:egil_conversationcamp2|Alınmanı istemem ama tecrübelerimden yararlanman lazım. Bildiğin gibi kralın maiyetinde büyüdüm ve Ribe'de geçirdiğim uzun zaman boyunca en büyük askeri şefleri ve komutanları tanıdım.
dlga_egil_conversationcamp2:egil_conversationcamp3|{s10}
dlga_egil_conversationcamp2:close_window|Derslerine ihtiyacım yok.
dlga_egil_conversationcamp3:close_window|{s4}
dlga_conversation_companioncamp:donnachdh_conversationcamp1|Selamlar şefim, biliyor olmalısınız ki ben Eiru'danım ve eski savaşçıların soyundan geliyorum. Hatta annem kahraman Cu Chulainn'in klanından gelir.
dlga_donnachdh_conversationcamp1:donnachdh_conversationcamp2|Eriu ufak klanlara bölünmüştür. Bunlar daha güçlü klanlar altında biraraya gelerek krallıkları oluştururlar, bunların sayısıysa asırlardır hep olmuştur. Her klan için gücünü göstermek önemli olduğundan sık sık ufak savaşlar çıkar. Genelde rekabet içinde olduğumuz komşu klanlarla savaşırız ama bazen büyük klanlar diğerlerini de sürükleyerek krallıklar arasında savaşlara neden olurlar, zira adadaki önemli adamlar Tara'nın tahtına oturmaya can atarlar. Tara'nın efendisi olmak demek en büyük kral, tüm Eriu'nun Ard Ruire'i olmak demektir ve bu klanınıza büyük şan getirir.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3|Bu kadar çok rekabet Vikingler'in işini kolaylaştırıyor tabi.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3_2|Bu kadar çok savaş sert savaşçılar yaratıyor.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3_3|Birinin tüm klanları birleştirmesi lazım.
dlga_donnachdh_conversationcamp2:close_window|Bununla hiç ilgilenmiyorum.
dlga_donnachdh_conversationcamp3:donnachdh_conversationcamp4|Kabul ediyorum ki Vikingler adanın bazı bölgelerine hakim olmayı başardılar ama onlar da bizim gibi bölünmüş durumdalar. Aslına bakarsan şunu bile söyleyebilirim: onlar da Eriu'da bizim gibi hareket ediyorlar. Vikingleri Goidellerin yanında başka Vikingler'e karşı savaşırken görmek hiç de sıradışı bir durum değil. Eriu kralları onları paralı asker olarak kiralıyorlar ve Vikingler sık sık birbiriyle mücade eden klanlara hizmet ediyorlar.
dlga_donnachdh_conversationcamp3_2:donnachdh_conversationcamp4|Evet, bu doğru. Savaş zayıfları ortadan kaldırıyor ve insanları savaşmayı öğrenmeye zorluyor. Orduna asker toplamak için kesinlikle iyi bir yer. Ama Goidelik politikasına karışırsan ya da Tara kralı olmaya çalışırsan, adanın bazı politik gelenekleri olduğunu ve yaptığın hiçbir şeyin Eriu'yu değiştiremeyeceğini anlayacaksın.
dlga_donnachdh_conversationcamp3_3:donnachdh_conversationcamp4|Tüm erkekler ve klanlar Tara'nın tahtına göz dikerler ama hiçbiri onu alma kudretinde değildir. Deneyenlerin genelde hayatı kısa sürer, sonra başka biriler gelip aynı şeyi dener ve bu böyle devam eder. Eğer Tara'nın tahtını alabilirsen, mümkün olduğu kadar tadını çıkartmaya çalış. Klanın şana sahip olacak ve saygı görecektir ama fazla hayatta kalmayacaksın.
dlga_donnachdh_conversationcamp4:close_window|Kesinlikle Eriu, ya da Romalılar'ın dedikleri gibi Hibernia farklı bir ülke. Bildiğin her şeyi unutacaksın, Eriu farklı!
dlga_conversation_companioncamp:morgant_conversationcamp1|{reg59?Hanımım:Efendim}, Cornubia'da cesaretli adamlar ölmeye mahkum. Eskiden gururlu insanlardık ve güney Britannia'ya kadar elimizde tutardık. Sonra Saksonlar geldiler ve ülkeyi yitirdik.
dlga_morgant_conversationcamp1:morgant_conversationcamp2|Şimdi deniz Danları getiriyor, daha önceden Angları ve Saksonları getirdiği gibi. Şimdi Saksonlar bizden aldıkları bu ülkeyi Danlara kaptırmaktan korkuyorlar. Kader ironik değil mi?
dlga_morgant_conversationcamp2:morgant_conversationcamp3|Kesinlikle ama beni Saksonlar'la rahatsız etme. Çaldıklarını kaybedecekler.
dlga_morgant_conversationcamp2:morgant_conversationcamp3_2|Saksonlar güçlüler, Danlara direneceklerdir.
dlga_morgant_conversationcamp2:close_window|Bunlar beni hiç ilgilendirmiyor.
dlga_morgant_conversationcamp3:morgant_conversationcamp4|Mümkün. Belki de Tanrı'nın mizah duygusu var ya da dualarımız Saksonları cezalandırmak için Danları getirdi. Ama kimin umrunda? Britonlar Britanya'yı kaybettiler.
dlga_morgant_conversationcamp3_2:morgant_conversationcamp4|Güçsüz olduğumuzu mu ima ediyorsun? Sanmam. Dağınık ve krallarımızdan yana şanssız olduğumuz doğru, ama Arthur Saksonları yenmenin mümkün olduğunu gösterdi. Onun mirasına kimsenin sahip çıkmaması yazık. Britanya şimdi bizim için kayıp.
dlga_morgant_conversationcamp4:morgant_conversationcamp5|Britanya tekrar Britonlar'ın olacak, yemin olsun ki bunu  yapacağım.
dlga_morgant_conversationcamp4:morgant_conversationcamp5_1|Geçmişi unut ve bugünü düşün.
dlga_morgant_conversationcamp5:close_window|Sözlerini taktir ediyorum ama ikimiz de biliyoruz ki, tüm adayı feth etsen bile, bugünkü Britanya'nın geçmiş Britanya ile en ufak ortak noktası yok. Aynı şey olmayacak.
dlga_morgant_conversationcamp5_1:close_window|Evet, haklısın. Geçmişe acımanın bir anlamı yok. Bugüne bakalım.
