dlga_start:blocked_agent|Esta persona parece ocupada, quizás debería marcharme....,,,,,,,,,,,,,,,
dlga_dog_talk_train:dog_talk_pretrain.5|¡Toma algunos {s7} para hincar el diente!,,,,,,,,,,,,,,,,
dlga_dog_talk_train:dog_talk_1|No tengo más comida para ti.,,,,,,,,,,,,,,,,
dlga_dog_talk_train:dog_talk_1.1|Eso es todo por hoy.,,,,,,,,,,,,,,,,
dlga_start:close_window.1|Deberías bajar adonde está tu madre y dejar algo que le sea útil en su camino al Walhalla.,,,,,,,,,,,,,,,,
dlga_start:close_window.2|Estoy esperando a alguien que viene con una chica. ¿Los has visto?,,,,,,,,,,,,,,,,
dlga_start:close_window.3|Ah, eres {playername}. Thonkrik me dijo que vendrías. Sube a la nave. Mis hombres y yo te mostraremos lo fácil que es navegar.,,,,,,,,,,,,,,,
dlga_start:port_chief_travel|Heill! ¿Quieres viajar a otra ciudad?,,,,,,,,,,,,,,,,
dlga_start:close_window.4|Por favor, espera a que estén todos para subir a la nave.,,,,,,,,,,,,,,,
dlga_start:port_chief2|{s1},,,,,,,,,,,,,,,,
dlga_port_chief2:port_chief3|¿Qué necesitas?,,,,,,,,,,,,,,,,
dlga_port_chief3:port_chief_fleet1|Saludos. He venido para unirme a la flota de Sven Cuello de Toro y Harald Haraldsson que marchará hacia Englaland.,,,,,,,,,,,,,,,,
dlga_port_chief3:port_chief_bodoletter1|Un hombre llamado Atli Eiriksson salió de este puerto hace algún tiempo. ¿Sabes a dónde se dirigía?,,,,,,,,,,,,,,,,
dlga_port_chief3:port_chief_pieles|Le he entregado las pieles a Hogni, ahora cumple con tu parte. ¿Dónde está Atli Eiriksson?,,,,,,,,,,,,,,,
dlga_port_chief3:port_chief_catach|Estuve en Gleann Da Loch y tomé «El Cathach de Colum Cille».,,,,,,,,,,,,,,,,
dlga_port_chief3:port_chief_catach32|Por desgracia, Gleann Da Loch está demasiado lejos. ¿Quieres dinero en su lugar?,,,,,,,,,,,,,,,
dlga_port_chief3:port_chief_svenlair|Ya sabes lo que busco. ¿Dónde está la guarida de Sven Cuello de Toro?,,,,,,,,,,,,,,,,
dlga_port_chief3:port_chief_buy_ship|Quiero comprar un barco.,,,,,,,,,,,,,,,,
dlga_port_chief_buy_ship:close_window|¡Seguidme!,,,,,,,,,,,,,,,,
dlga_port_chief3:port_chief_info_main|Quisiera hacerte unas preguntas sobre barcos y navegación.,,,,,,,,,,,,,,,,
dlga_port_chief_info_main:port_chief_info_main_1|¿Qué quieres saber?,,,,,,,,,,,,,,,,
dlga_port_chief_info_main_1:port_chief_info_a_1|¿Por qué la gente se va al mar?,,,,,,,,,,,,,,,,
dlga_port_chief_info_main_1:port_chief_info_b_1|¿Cómo puedo encontrar el camino al mar?,,,,,,,,,,,,,,,,
dlga_port_chief_info_main_1:port_chief_info_c_1|¿Qué necesito saber para comprar un barco?,,,,,,,,,,,,,,,,
dlga_port_chief_info_main_1:port_chief_info_d_1|¿Qué hace a un barco rápido?,,,,,,,,,,,,,,,,
dlga_port_chief_info_main_1:port_chief2|Es todo lo que deseaba saber, gracias.,,,,,,,,,,,,,,,
dlga_port_chief_info_a_1:port_chief_info_main|Puedes ganar mucho dinero comerciando con bienes o con esclavos por mar, aunque hay quien prefiere dedicarse al saqueo. Eso sí, ningún vikingo respetará a un líder que no tenga un buen barco.,,,,,,,,,,,,,,
dlga_port_chief_info_b_1:port_chief_info_main|No pierdas de vista el sol durante el día, descansa por la noche. Cuanto mejor seas estableciendo las rutas, más rápido llegarás a tu destino.,,,,,,,,,,,,,,
dlga_port_chief_info_c_1:port_chief_info_c_2|Antes de nada, has de saber qué tipo de barco necesitas. Si deseas comerciar, un knorr puede ser una buena opción: posee una amplia bodega para la carga, aunque no sea muy rápido. El snekkja, el skeid y el busse son naves de guerra, muy veloces, y pueden transportar a muchos guerreros. El karvi es un modelo intermedio entre estos «barcos largos» y los de carga. Y si sólo cuentas con un puñado de hombres, un pequeño esquife como el byrding tal vez sea lo que más te convenga.,,,,,,,,,
dlga_port_chief_info_c_2:port_chief_info_main|El segundo factor a tener en cuenta es el tipo de madera de la nave. Los barcos fabricados en roble sin duda son los mejores y, por supuesto, también los más caros. Por su parte, la madera de haya es más barata, aunque se pudre antes.,,,,,,,,,,,,
dlga_port_chief_info_d_1:port_chief_info_main|¡El viento! Es importante manejar bien el aparejo y orientar las velas hacia la dirección del viento. Si no sopla ninguna brisa, entonces la tripulación deberá bogar y, cuantos más remeros tengas, más veloz irá el barco. ¡No olvides que la velocidad de una flota la establece su nave más lenta! Y, por supuesto, un capitán experto hará que tu escuadra navegue más rápido. ,,,,,,,,,,,
dlga_port_chief3:port_chief_travel|Quiero viajar a otro puerto.,,,,,,,,,,,,,,,,
dlga_port_chief_travel:close_window|Lo lamento, en este puerto no hay barcos de pasajeros que puedan transportar a un dux con todo su ejército.,,,,,,,,,,,,,,,
dlga_port_chief_travel:close_window.1|Lo lamento, en este puerto no hay barcos de pasajeros que puedan transportar a tu hueste y al comerciante con toda su carga.,,,,,,,,,,,,,,,
dlga_port_chief_travel:port_chief_travel_2|Desde aquí, es posible navegar hasta los puertos de Friese, Danmark, Northvegr y Englaland. ¿A dónde deseas ir?,,,,,,,,,,,,,
dlga_port_chief_travel:port_chief_travel_2.1|Desde aquí, es posible navegar hasta los puertos de Englaland y Eriuland. ¿A dónde deseas ir?,,,,,,,,,,,,,,,
dlga_port_chief_travel:close_window.2|Lo lamento, en este puerto no hay barcos que admitan pasajeros.,,,,,,,,,,,,,,,
dlga_port_chief_travel_2:port_chief_travel_3|{s1},,,,,,,,,,,,,,,,
dlga_port_chief_travel_2:close_window|Cambié de opinión.,,,,,,,,,,,,,,,,
dlga_port_chief_travel_3:port_chief_travel_4|¿Quieres viajar a {s1}? {s2},,,,,,,,,,,,,,,,
dlga_port_chief_travel_4:port_chief_travel_5|¡Empecemos!,,,,,,,,,,,,,,,,
dlga_port_chief_travel_4:port_chief2|{s1},,,,,,,,,,,,,,,,
dlga_port_chief_travel_4:close_window|{s1},,,,,,,,,,,,,,,,
dlga_port_chief_travel_5:close_window|¡Sígueme!,,,,,,,,,,,,,,,,
dlga_port_chief3:port_chief_pick_up_ship1|¿Ya está listo mi barco?,,,,,,,,,,,,,,,,
dlga_port_chief_pick_up_ship1:port_chief2|Aún no hemos terminado el trabajo. Vuelve dentro de {reg1} días.,,,,,,,,,,,,,,,,
dlga_port_chief_pick_up_ship1:port_chief_pick_up_ship2|¡El barco está listo! ¿Quieres que lo botemos?,,,,,,,,,,,,,,,,
dlga_port_chief_pick_up_ship2:port_chief_pick_up_ship3|¡Sí!,,,,,,,,,,,,,,,,
dlga_port_chief_pick_up_ship2:port_chief2|No, todavía no.,,,,,,,,,,,,,,,
dlga_port_chief_pick_up_ship3:port_chief2|Lo siento, no tienes la habilidad Lobo de Mar lo suficientemente alta para añadir otro barco más a la flota que tienes ahora en este puerto.,,,,,,,,,,,,,,,
dlga_port_chief_pick_up_ship3:close_window|Bueno le echaré una ojeada y le pondré nombre.,,,,,,,,,,,,,,,,
dlga_port_chief_pick_up_ship3:port_chief2.1|No hay suficiente espacio en el puerto para un barco más.,,,,,,,,,,,,,,,,
dlga_port_chief3:port_chief_build_ship_main|Quiero que me construyas un barco.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main:port_chief_build_ship_main_1|¿Qué clase de embarcación deseas?,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2|Sólo necesito un pequeño byrding.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.1|Quiero un knorr para comerciar.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.2|¡Un buen snekkja de ataque!,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.3|Deseo un gran barco de guerra tipo skeid.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.4|Tengo muchos guerreros, ¿puedes hacerme un busse?,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.5|Quiero un karvi, necesito un barco que valga para todo.,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_1:port_chief2|Cambié de opinión.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_2:port_chief_build_ship_main|Lo siento pero no estoy capacitado para ello. Sólo los nórdicos pueden construir un {s11}.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_2:port_chief_info_main_3|¿De qué clase de madera lo quieres?,,,,,,,,,,,,,,,,
dlga_port_chief_info_main_3:port_chief_build_ship_main_4|Roble, lo quiero de calidad.,,,,,,,,,,,,,,,
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.1|El pino me va bien.,,,,,,,,,,,,,,,,
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.2|No deseo gastar demasiado, así que de fresno.,,,,,,,,,,,,,,,
dlga_port_chief_info_main_3:port_chief2|Cambié de opinión.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_4:port_chief_build_ship_main_5|Por hacerte un {s11} de madera de {s12} te cobraré {reg11} peniques. {s2} Me llevará {reg12} días construir ese barco.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_5:port_chief_build_ship_main_6|¡Constrúyeme este barco! ,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_1|¿Es que tengo pinta de comerciante? No llevo todo eso conmigo.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_missing_1:port_chief2|Lo siento, pero no puedo terminar el barco sin estos materiales. Cómpralos y vuelve cuando los tengas.,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_2|En este momento no tengo bastantes peniques.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_missing_2:port_chief2|Lo siento, pero tengo que alimentar a mi familia y pagar a mis trabajadores. Vuelve y búscame cuando consigas el dinero.,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_3|Lo tendré en cuenta. A lo mejor vengo más tarde.,,,,,,,,,,,,,,,,
dlga_port_chief_build_ship_missing_3:port_chief2|Tómate tu tiempo. Pero, créeme, mis barcos valen cada penique que cuestan.,,,,,,,,,,,,,,
dlga_port_chief_build_ship_main_6:port_chief2|¡Estupendo! Volveré en {reg12} días.,,,,,,,,,,,,,,,,
dlga_port_chief3:close_window|Muy bien. Adiós.,,,,,,,,,,,,,,,,
dlga_port_chief_fleet1:port_chief_fleet2|{s2}^^Heill {playername}. Veo que te has hecho un nombre en esta tierra. Me alegra saber que mis negocios contigo te han ayudado a conseguirlo. ¡Esto merece un par de líneas en cualquiera de tus sagas! Las flotas de Sven y Harald están al otro lado de la bahía. Son un total de cincuenta naves, muchas de ellas de guerra, y cuentan con unos 800 hombres. ¿Has terminado tus asuntos en Danmark? ¿Estás preparado para partir? ¡Te garantizo que no regresarás pronto!,,,,,,,,,,,,,,
dlga_port_chief_fleet2:the_fleetmt1|Está bien, pongámonos en marcha. Subiré a mis hombres a bordo.,,,,,,,,,,,,,,,
dlga_the_fleetmt1:close_window|Bueno, Vinr, buena suerte. Aunque aquí puedes ver muchos barcos, la mayor parte de la flota está anclada por toda la bahía, en las inmediaciones de la ciudad. ¡Únete a ellos cuando te veas preparado!,,,,,,,,,,,,
dlga_port_chief_fleet2:port_chief2|No, tengo que ultimar unos asuntos. Volveré.,,,,,,,,,,,,,,,
dlga_port_chief_catach:port_chief_catach2|{s2}^^Bien, dame el libro y te podré contestar lo que quieres saber.,,,,,,,,,,,,,,,
dlga_port_chief_catach2:port_chief_catach31|Aquí lo tienes. Y ahora, ¿dónde está el escondrijo de Sven?,,,,,,,,,,,,,,,
dlga_port_chief_catach2:port_chief_catach32|Por desgracia, perdí el libro. ¿Puedo ofrecerte dinero en su lugar?,,,,,,,,,,,,,,,
dlga_port_chief_catach32:port_chief_catach4|Mi cliente no está contento y la gente sabrá que no eres de fiar. Él me habría pagado 10.000 por el libro. ¿Tienes ese dinero?,,,,,,,,,,,,,,,,
dlga_port_chief_catach4:port_chief_catach5|He conseguido el dinero, aquí lo tienes, ¡ahora dime dónde está Sven!,,,,,,,,,,,,,,
dlga_port_chief_catach4:port_chief2|Por desgracia, no. Volveré en cuanto lo tenga.,,,,,,,,,,,,,,,
dlga_port_chief_catach5:port_chief_catach5_1|¡Oh, eres {reg59?una mujer rica:un hombre rico}! El escondite se encuentra aquí, en Danmark, al sureste de Ribe, remontando el río. Far thu vel.,,,,,,,,,,,,
dlga_port_chief_catach5_1:port_chief2|Gracias.,,,,,,,,,,,,,,,,
dlga_port_chief_catach31:port_chief_catach31_1|Bien, gracias. El escondite se encuentra aquí, en Danmark, al sureste de Ribe, remontando el río. Far thu vel.,,,,,,,,,,,,
dlga_port_chief_catach31_1:port_chief2|Gracias.,,,,,,,,,,,,,,,,
dlga_port_chief_svenlair:port_chief_svenlair2|{s2}^^¿Por qué hablas tan alto, amigo? Nadie en el puerto tiene que saber de qué hablamos. Veo que ya te han hablado de mí. Eso está bien, es la mejor manera de hacer negocios.^^De acuerdo, quieres saber la localización. No es difícil de conseguir, pero, claro, tiene unos costes y no son baratos precisamente. Sven Cuello de Toro es un hombre peligroso.,,,,,,,,,,
dlga_port_chief_svenlair2:port_chief_svenlair3|{s2}^^Escúchame atentamente. Por suerte, requiero a alguien como tú. Necesito que te conviertas en, mmm, un soldado de fortuna y que vayas a Eriuland. Tengo un cliente que quiere un libro que se conserva en un monasterio como reliquia. El monasterio es el de Gleann Da Loch y el nombre del libro «El Cathach de Colum Cille». Me interesa sólo el libro, si de paso te llevas algo más, es cosa tuya. Tráeme ese libro y sabrás donde se esconde Sven Cuello de Toro.,,,,,,,,,,,
dlga_port_chief_svenlair3:port_chief_svenlair31|¡Eso suena bien! Te traeré el libro. Nos veremos pronto.,,,,,,,,,,,,,,,,
dlga_port_chief_svenlair3:port_chief_svenlair32|Yo no saqueo monasterios ni mato monjes.,,,,,,,,,,,,,,,,
dlga_port_chief_svenlair3:port_chief_svenlair33|Prefiero olvidarme del libro y darte unos peniques por la información. ,,,,,,,,,,,,,,,,
dlga_port_chief_svenlair31:close_window|Bueno, allí estaré. Te sugiero que repares y aprovisiones tu barco, pues la expedición hasta Eriuland es larga. Y llévate hombres suficientes, porque la guerra de Ériu ha hecho que la gente, tanto de un bando como del otro, sea bastante buena en lo suyo. Far thu vel.,,,,,,,,,,,
dlga_port_chief_svenlair32:close_window|Entonces compra el libro. No me importa cómo lo consigas; simplemente, tráelo. Te sugiero que repares y aprovisiones tu barco, pues el viaje hasta Eriuland es largo. Y llévate hombres suficientes, porque la guerra gaélica ha hecho que la gente, tanto de un bando como del otro, sean bastante buenos en lo suyo. Far thu vel. ,,,,,,,,,,,
dlga_port_chief_svenlair33:port_chief_svenlair4|Vaya, ¿a que es una opción interesante? Mi cliente me ofrece 10.000 por el libro. ¿Tienes todo ese dinero?,,,,,,,,,,,,,,,
dlga_port_chief_svenlair4:port_chief_svenlair5|Tengo el dinero. Tómalo y dime dónde se esconde Sven.,,,,,,,,,,,,,,,,
dlga_port_chief_svenlair4:port_chief_svenlair31|Por desgracia no tengo el dinero. Te traeré el libro. Nos veremos pronto.,,,,,,,,,,,,,,,,
dlga_port_chief_svenlair5:port_chief_svenlair5_1|¡Oh, vaya, eres un hombre rico! El escondite se encuentra aquí, en Danmark, al sureste de Ribe, remontando el río. Far thu vel.,,,,,,,,,,,
dlga_port_chief_svenlair5_1:port_chief2|Gracias.,,,,,,,,,,,,,,,,
dlga_port_chief_bodoletter1:port_chief_bodoletter2|{s2}^^¿Por qué siempre hablas tan alto? Bien, ya me conocéis, soy un buen informador, pero todo tiene un precio.,,,,,,,,,,,,,
dlga_port_chief_bodoletter2:port_chief_bodoletter3|{s2}^^Escúchame con atención. Esta información es especialmente valiosa. Estamos hablando del número dos en Danmark, Sigurd Serpiente en el Ojo. ¿Qué te parecen 12.000 peniques? ¿Dispones de tal cantidad? Si no es así, quizá me puedas hacer un favor en su lugar. Tengo un cliente que necesita llevar unas pieles a Dubh Linn, en Eriuland. ¿Por qué no llevas las pieles en mi lugar? Te daré la información en pago.,,,,,,,,,,,,,
dlga_port_chief_bodoletter3:port_chief_bodoletter_pieles|Está bien. Llevaré las pieles en su lugar.,,,,,,,,,,,,,,,,
dlga_port_chief_bodoletter3:port_chief_bodoletter4|Tengo el dinero: aquí lo tienes. ¿Dónde se encuentra? ,,,,,,,,,,,,,,,,
dlga_port_chief_bodoletter3:port_chief_bodoletter7|Pero, hombre, ¿no hay un descuento para colegas de negocios?,,,,,,,,,,,,,,
dlga_port_chief_bodoletter3:port_chief_bodoletter3_1|Por desgracia no. Regresaré pronto con el dinero.,,,,,,,,,,,,,,,,
dlga_port_chief_bodoletter_pieles:close_window|Me alegra oír eso. Ve a Dubh Linn y entrégale las pieles a un hombre llamado Hogni. Es el mercader de allí, lo encontrarás sin problemas. Te sugiero que lleves otras mercancías que puedan venderse en esas tierras lejanas. Cuando regreses con el recibo, te daré la información.,,,,,,,,,,,,,,
dlga_port_chief_bodoletter3_1:port_chief2|Entonces regresa cuando tengas el dinero. No tengo tiempo para mendigos.,,,,,,,,,,,,,,,,
dlga_port_chief_bodoletter4:port_chief_bodoletter5|¡Así que no eres rico! Bueno, Atli Eiriksson está en Northvegr. Al menos eso es lo que uno de sus hombres le dijo a una puta de por aquí. Aparentemente, Atli lleva algo importante que hay que ocultar... de momento. Se esconde en una cueva en la costa norte de Northvegr, cerca de Hordaland. Far thu vel.,,,,,,,,,,,,,
dlga_port_chief_bodoletter5:port_chief2|Gracias.,,,,,,,,,,,,,,,,
dlga_port_chief_bodoletter7:port_chief_bodoletter8|Mmm, sólo por esta vez, pero no se lo digas a nadie, pues tengo una reputación que mantener. Dame 8.000 peniques y la información es tuya. ¿Tienes el dinero?,,,,,,,,,,,,,
dlga_port_chief_bodoletter8:port_chief_bodoletter9|Sí, claro que sí. Tómalo. ¿Dónde está?,,,,,,,,,,,,,,,
dlga_port_chief_bodoletter8:port_chief_bodoletter3_1|Por desgracia, no. Volveré pronto con el dinero.,,,,,,,,,,,,,,,
dlga_port_chief_bodoletter9:port_chief_bodoletter5|Está bien, pero recuerda, no más descuentos. En cuanto a Atli Eiriksson, está en Northvegr. Al menos eso fue lo que uno de sus hombres le dijo a una puta de por aquí. Al parecer, Atli lleva encima algo importante que necesita esconder... de momento. Ha ido a ocultarse en una cueva en la costa norte de Northvegr, cerca de Hordaland. Far thu vel.,,,,,,,,,,,
dlga_port_chief_pieles:port_chief_bodoletter5|Me gusta hacer negocios contigo. Bien, Atli Eiriksson está en Northvegr. Al menos eso fue lo que uno de sus hombres le dijo a una puta de por aquí. Al parecer, Atli lleva algo importante que necesita esconder... de momento. Ha ido a ocultarse a una cueva en la costa norte de Northvegr, cerca de Hordaland. Far thu vel.,,,,,,,,,,,,,
dlga_start:port_prisoners|¿Quién eres?,,,,,,,,,,,,,,,,
dlga_port_prisoners:port_prisoners_2|¿Está buscando un mercader de esclavos? {s9} no prosperaría sin mis esclavos, de modo que si tienes prisioneros de guerra estaré encantado de comprártelos.,,,,,,,,,,,,,,,
dlga_port_prisoners_2:port_prisoners_3|He traído algunos prisioneros.,,,,,,,,,,,,,,,,
dlga_port_prisoners_2:close_window|Adiós.,,,,,,,,,,,,,,,,
dlga_port_prisoners_3:port_prisoners_4|Me encanta oír eso, vamos.,,,,,,,,,,,,,,,
dlga_port_prisoners_4:close_window|Es un placer hacer negocios contigo.,,,,,,,,,,,,,,,,
dlga_start:port_r_2|Saludos, soy un capitán veterano que controla la actividad del puerto de {s9}. Si estás interesado en contratar marineros desempleados, házmelo saber.,,,,,,,,,,,,,,
dlga_port_crew_talk:port_r_2|¿Hay algo más que pueda hacer por ti?,,,,,,,,,,,,,,,,
dlga_port_r_2:port_recruitsl|Quiero reclutar marineros.,,,,,,,,,,,,,,,,
dlga_port_recruitsl:port_crew_talk|No hay marineros disponibles en el puerto en este momento. Regresa más tarde, {reg59?señora:señor}.,,,,,,,,,,,,,,,
dlga_port_recruitsl:port_crew_talk.1|No creo que haya nadie interesado, {reg59?señora:señor}. Deberías hacer más sitio en tu hueste.,,,,,,,,,,,,,,,
dlga_port_recruitsl:port_recruits2|Creo que {reg5} {reg7?se alegrarían si les pagases 40 peniques a cada uno por sus equipos:se alegraría si le pagases 40 peniques por su equipo}. ¿Eso te va bien?,,,,,,,,,,,,,,,,
dlga_port_recruits2:port_crew_talk|{reg7?Diles que se preparen:Dile que se prepare}.,,,,,,,,,,,,,,,,
dlga_port_recruits2:port_crew_talk.1|No, ahora no.,,,,,,,,,,,,,,,
dlga_port_r_2:port_crew_fleetpr|Mi nombre es {playername}...,,,,,,,,,,,,,,,,
dlga_port_crew_fleetpr:close_window|Lo siento, pero estoy ocupado preparando los barcos y el abastecimiento de la flota. Si no necesitas marineros, déjame en paz y vuelve más tarde.,,,,,,,,,,,,,,
dlga_port_r_2:port_crew_fleet1|Mi nombre es {playername}. Me ha enviado el aetheling Aelfred.,,,,,,,,,,,,,,,,
dlga_port_r_2:port_crew_fleet1.1|Mi nombre es {playername}. Me ha enviado el jarl Rathbarth.,,,,,,,,,,,,,,,,
dlga_port_crew_fleet1:port_crew_fleet2|^^Saludos, {playername}. Me avisaron de tu llegada. Estás a cargo de una flota procedente de Frankia. Hay hombres, guías y barcos esperándoles para zarpar.,,,,,,,,,,,,,,
dlga_port_crew_fleet2:the_fleetcrew1|Sí, ha llegado el momento. Douar-an-Enez me espera.,,,,,,,,,,,,,,,
dlga_the_fleetcrew1:close_window|Me dijeron que duraría semanas, incluso meses de viaje, así que buena suerte. Tu flota te espera a la salida del puerto. Sube a tu barco y ve con ellos.,,,,,,,,,,,,,,
dlga_port_crew_fleet2:close_window|No, tengo que acabar unos asuntos. Luego vuelvo.,,,,,,,,,,,,,,,
dlga_port_r_2:close_window|Deseo irme. Adiós.,,,,,,,,,,,,,,,,
dlga_start:close_window.5|¿Por qué molestas? ¡Estoy ocupado! No tengo tiempo para gente como tú. Vuelve otro día. O mejor aún, no lo hagas.^^       --Parece que Sigurd no desea recibirte ahora. Tendrás que buscar otra manera de obtener la información sobre Sven.--,,,,,,,,,,,,,,,
dlga_start:kinghorik_quest_danmarkprot|Este es un buen lugar, lejos de oídos curiosos. Habla ahora.,,,,,,,,,,,,,,,
dlga_start:kinghorik_quest_revenge4|Este es un buen lugar, lejos de oídos curiosos. Habla ahora.,,,,,,,,,,,,,,,
dlga_start:kinghorik_quest_thething1|Heill, {playername}.,,,,,,,,,,,,,,,
dlga_start:svenbn_hunting1_1|Heill, {playername}, vinr. ¡Gracias a ti hemos ganado hoy esta batalla! ¡West Seaxe es nuestro ahora! Pero supongo que estás más interesado por el lugar donde se encuentra Sven Cuello de Toro, ¿no? Bueno, pues se ha marchado, aunque no muy lejos. Ha tomado Readingum y se ha hecho fuerte allí, pero mis hombres le han seguido. He puesto a un hersir de mi confianza, Arnvid, a cargo de la misión. Reúnete con él en Readingum. Sus hombres están a tu disposición si decides asaltar el lugar.,,,,,,,,
dlga_start:svenbn_hunting1_1.1|¡Salve, {playername}! Los daneses están en fuga y han perdido muchos jarls en esta batalla. Aunque aún le quedan muchos, hemos conseguido una victoria importante y ya no serán tan arrogantes en el futuro.^^Tengo algunas noticias para ti. Sven Cuello de Toro ha huido hacia Readingum y se ha hecho fuerte allí. Mis hombres, liderados por un hombre llamado Eadric, les han seguido y estarán a tu disposición cuando llegues. ¡Este es tu momento! Ve a Readingum y ajusta tus cuentas con Sven Cuello de Toro.,,,,,,,,,,,,
dlga_start:close_window.6|Lo siento, pero este no es buen momento para hablar.,,,,,,,,,,,,,,,
dlga_start:close_window.7|Lo siento, pero este no es buen momento para hablar.,,,,,,,,,,,,,,,
dlga_start:close_window.8|Lo siento, pero este no es buen momento para hablar.,,,,,,,,,,,,,,,
dlga_start:close_window.9|Lo siento, pero este no es buen momento para hablar.,,,,,,,,,,,,,,,
dlga_start:close_window.10|Lo siento, pero este no es buen momento para hablar.,,,,,,,,,,,,,,,
dlga_start:close_window.11|¿Qué quieres? ¡No tengo tiempo que perder! ¡Búscate un sacerdote!,,,,,,,,,,,,,,,,
dlga_start:close_window.12|Mael Bresail quiere hablar contigo.,,,,,,,,,,,,,,,,
dlga_start:close_window.13|Lo siento, no es un buen momento para hablar.,,,,,,,,,,,,,,,
dlga_start:conversation_companioncamp|--Encontrarás a tu compañero en su lugar habitual del campamento.--,,,,,,,,,,,,,,,,
dlga_start:close_window.14|Estoy ocupado, {playername}. Hablaremos más tarde.,,,,,,,,,,,,,,,
dlga_start:close_window.15|{reg59?Señora:Señor}, sin novedad en el campamento.,,,,,,,,,,,,,,,
dlga_conversation_companioncamp:beda_conversationcamp1|Mi {reg59?señora:señor}, algunas veces pienso, conforme viajamos por las tierras del norte, en qué clase de mundo deprimente vivimos. He leído muchos libros, pero ninguno de ellos habla sobre la violencia y los muchos peligros a los que estamos expuestos a diario.,,,,,,,,,,,,
dlga_beda_conversationcamp1:beda_conversationcamp2|Bien, creo que los daneses son las hordas de Gog y Magog que vendrán en la última hora del mundo, y que el reino de West Seaxe es el ultimo reino humano que intentará luchar contra lo inevitable, poco antes de la Segunda Venida.,,,,,,,,,,,,,
dlga_beda_conversationcamp2:beda_conversationcamp3|Esto... ¿Qué es eso de Gog y Magog?,,,,,,,,,,,,,,,,
